index,service_week,service_year,service_yearmonth,service_date,betos_cd,betos_desc,pos_cd,pos_desc,spec_cd,spec_desc,paid_amount,utilization
2404,2017-15,2017,2017-04-01,2017-04-11 00:00:00,T1C,Lab tests - urinalysis,11,Office,97,Physician Assistant,4.26,1
2405,2017-15,2017,2017-04-01,2017-04-11 00:00:00,T1C,Lab tests - urinalysis,20,Urgent Care Facility,97,Physician Assistant,3.43,1
2406,2017-15,2017,2017-04-01,2017-04-11 00:00:00,T1D,Lab tests - blood counts,11,Office,69,Clinical Laboratory,8.69,1
2407,2017-15,2017,2017-04-01,2017-04-11 00:00:00,T1D,Lab tests - blood counts,81,Independent Laboratory,69,Clinical Laboratory,8.62,1
2408,2017-15,2017,2017-04-01,2017-04-11 00:00:00,T1E,Lab tests - glucose,11,Office,08,Physician/Family Practice,0.0,1
2409,2017-15,2017,2017-04-01,2017-04-11 00:00:00,T1E,Lab tests - glucose,11,Office,46,Physician/Endocrinology,9.68,4
2410,2017-15,2017,2017-04-01,2017-04-11 00:00:00,T1E,Lab tests - glucose,20,Urgent Care Facility,97,Physician Assistant,0.0,1
2411,2017-15,2017,2017-04-01,2017-04-11 00:00:00,T1G,Lab tests - other (Medicare fee schedule),11,Office,07,Physician/Dermatology,53.96,2
2412,2017-15,2017,2017-04-01,2017-04-11 00:00:00,T1G,Lab tests - other (Medicare fee schedule),11,Office,22,Physician/Pathology,95.99,3
2413,2017-15,2017,2017-04-01,2017-04-11 00:00:00,T1G,Lab tests - other (Medicare fee schedule),21,Inpatient Hospital,22,Physician/Pathology,702.5,12
2414,2017-15,2017,2017-04-01,2017-04-11 00:00:00,T1G,Lab tests - other (Medicare fee schedule),22,On Campus- Outpatient Hospital,22,Physician/Pathology,66.14,2
2415,2017-15,2017,2017-04-01,2017-04-11 00:00:00,T1G,Lab tests - other (Medicare fee schedule),81,Independent Laboratory,75,Slide Preparation Facility,26.75,1
2416,2017-15,2017,2017-04-01,2017-04-11 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,34,Physician/Urology,24.73,1
2417,2017-15,2017,2017-04-01,2017-04-11 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,46,Physician/Endocrinology,95.04,6
2418,2017-15,2017,2017-04-01,2017-04-11 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,69,Clinical Laboratory,203.63,12
2419,2017-15,2017,2017-04-01,2017-04-11 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,81,Physician/Critical Care (Intensivists),5.28,1
2420,2017-15,2017,2017-04-01,2017-04-11 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,97,Physician Assistant,40.3,3
2421,2017-15,2017,2017-04-01,2017-04-11 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),81,Independent Laboratory,69,Clinical Laboratory,627.42,27
2422,2017-15,2017,2017-04-01,2017-04-12 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,08,Physician/Family Practice,5.88,2
2423,2017-15,2017,2017-04-01,2017-04-12 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,11,Physician/Internal Medicine,2.94,1
2424,2017-15,2017,2017-04-01,2017-04-12 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,34,Physician/Urology,20.58,7
2425,2017-15,2017,2017-04-01,2017-04-12 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,44,Physician/Infectious Disease,2.94,1
2426,2017-15,2017,2017-04-01,2017-04-12 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,46,Physician/Endocrinology,2.94,3
2427,2017-15,2017,2017-04-01,2017-04-12 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,97,Physician Assistant,2.94,1
2428,2017-15,2017,2017-04-01,2017-04-12 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,81,Independent Laboratory,69,Clinical Laboratory,14.7,5
2429,2017-15,2017,2017-04-01,2017-04-12 00:00:00,T1B,Lab tests - automated general profiles,11,Office,46,Physician/Endocrinology,11.47,1
2430,2017-15,2017,2017-04-01,2017-04-12 00:00:00,T1B,Lab tests - automated general profiles,81,Independent Laboratory,69,Clinical Laboratory,22.94,2
2431,2017-15,2017,2017-04-01,2017-04-12 00:00:00,T1C,Lab tests - urinalysis,11,Office,08,Physician/Family Practice,3.43,1
2432,2017-15,2017,2017-04-01,2017-04-12 00:00:00,T1C,Lab tests - urinalysis,11,Office,34,Physician/Urology,21.3,5
2433,2017-15,2017,2017-04-01,2017-04-12 00:00:00,T1C,Lab tests - urinalysis,11,Office,42,Certified Nurse Midwife,3.43,1
2434,2017-15,2017,2017-04-01,2017-04-12 00:00:00,T1C,Lab tests - urinalysis,11,Office,50,Nurse Practitioner,3.43,1
2435,2017-15,2017,2017-04-01,2017-04-12 00:00:00,T1C,Lab tests - urinalysis,20,Urgent Care Facility,50,Nurse Practitioner,3.02,2
2436,2017-15,2017,2017-04-01,2017-04-12 00:00:00,T1D,Lab tests - blood counts,11,Office,44,Physician/Infectious Disease,10.45,1
2437,2017-15,2017,2017-04-01,2017-04-12 00:00:00,T1D,Lab tests - blood counts,81,Independent Laboratory,69,Clinical Laboratory,10.45,1
2438,2017-15,2017,2017-04-01,2017-04-12 00:00:00,T1E,Lab tests - glucose,11,Office,11,Physician/Internal Medicine,2.42,1
2439,2017-15,2017,2017-04-01,2017-04-12 00:00:00,T1E,Lab tests - glucose,11,Office,46,Physician/Endocrinology,182.59,3
2440,2017-15,2017,2017-04-01,2017-04-12 00:00:00,T1G,Lab tests - other (Medicare fee schedule),11,Office,07,Physician/Dermatology,74.85,3
2441,2017-15,2017,2017-04-01,2017-04-12 00:00:00,T1G,Lab tests - other (Medicare fee schedule),21,Inpatient Hospital,22,Physician/Pathology,33.07,1
2442,2017-15,2017,2017-04-01,2017-04-12 00:00:00,T1G,Lab tests - other (Medicare fee schedule),22,On Campus- Outpatient Hospital,22,Physician/Pathology,107.21,4
2443,2017-15,2017,2017-04-01,2017-04-12 00:00:00,T1G,Lab tests - other (Medicare fee schedule),81,Independent Laboratory,69,Clinical Laboratory,122.53,25
2444,2017-15,2017,2017-04-01,2017-04-12 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,11,Physician/Internal Medicine,22.5,1
2445,2017-15,2017,2017-04-01,2017-04-12 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,18,Physician/Ophthalmology,31.0,2
2446,2017-15,2017,2017-04-01,2017-04-12 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,30,Physician/Diagnostic Radiology,6.89,1
2447,2017-15,2017,2017-04-01,2017-04-12 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,34,Physician/Urology,173.11,7
2448,2017-15,2017,2017-04-01,2017-04-12 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,44,Physician/Infectious Disease,6.96,1
2449,2017-15,2017,2017-04-01,2017-04-12 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,46,Physician/Endocrinology,81.55,5
2450,2017-15,2017,2017-04-01,2017-04-12 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,50,Nurse Practitioner,13.05,1
2451,2017-15,2017,2017-04-01,2017-04-12 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),20,Urgent Care Facility,08,Physician/Family Practice,32.22,2
2452,2017-15,2017,2017-04-01,2017-04-12 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),81,Independent Laboratory,69,Clinical Laboratory,74.96,7
2453,2017-15,2017,2017-04-01,2017-04-13 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,03,Physician/Allergy/ Immunology,5.88,2
2454,2017-15,2017,2017-04-01,2017-04-13 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,11,Physician/Internal Medicine,8.82,3
2455,2017-15,2017,2017-04-01,2017-04-13 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,34,Physician/Urology,2.94,1
2456,2017-15,2017,2017-04-01,2017-04-13 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,46,Physician/Endocrinology,2.94,1
2457,2017-15,2017,2017-04-01,2017-04-13 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,81,Independent Laboratory,69,Clinical Laboratory,8.82,4
2458,2017-15,2017,2017-04-01,2017-04-13 00:00:00,T1B,Lab tests - automated general profiles,11,Office,11,Physician/Internal Medicine,24.72,3
2459,2017-15,2017,2017-04-01,2017-04-13 00:00:00,T1B,Lab tests - automated general profiles,81,Independent Laboratory,69,Clinical Laboratory,28.63,4
2460,2017-15,2017,2017-04-01,2017-04-13 00:00:00,T1C,Lab tests - urinalysis,11,Office,08,Physician/Family Practice,10.29,3
2461,2017-15,2017,2017-04-01,2017-04-13 00:00:00,T1C,Lab tests - urinalysis,11,Office,34,Physician/Urology,8.52,2
2462,2017-15,2017,2017-04-01,2017-04-13 00:00:00,T1C,Lab tests - urinalysis,11,Office,97,Physician Assistant,3.43,1
2463,2017-15,2017,2017-04-01,2017-04-13 00:00:00,T1D,Lab tests - blood counts,11,Office,03,Physician/Allergy/ Immunology,10.45,1
2464,2017-15,2017,2017-04-01,2017-04-13 00:00:00,T1D,Lab tests - blood counts,11,Office,11,Physician/Internal Medicine,17.38,2
2465,2017-15,2017,2017-04-01,2017-04-13 00:00:00,T1D,Lab tests - blood counts,11,Office,29,Physician/Pulmonary Disease,3.18,1
2466,2017-15,2017,2017-04-01,2017-04-13 00:00:00,T1D,Lab tests - blood counts,11,Office,83,Physician/Hematology-Oncology,10.45,1
2467,2017-15,2017,2017-04-01,2017-04-13 00:00:00,T1D,Lab tests - blood counts,81,Independent Laboratory,69,Clinical Laboratory,10.45,2
2468,2017-15,2017,2017-04-01,2017-04-13 00:00:00,T1E,Lab tests - glucose,11,Office,46,Physician/Endocrinology,2.42,1
2469,2017-15,2017,2017-04-01,2017-04-13 00:00:00,T1G,Lab tests - other (Medicare fee schedule),11,Office,07,Physician/Dermatology,519.61,9
2470,2017-15,2017,2017-04-01,2017-04-13 00:00:00,T1G,Lab tests - other (Medicare fee schedule),21,Inpatient Hospital,22,Physician/Pathology,246.09,6
2471,2017-15,2017,2017-04-01,2017-04-13 00:00:00,T1G,Lab tests - other (Medicare fee schedule),22,On Campus- Outpatient Hospital,22,Physician/Pathology,99.19,3
2472,2017-15,2017,2017-04-01,2017-04-13 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,03,Physician/Allergy/ Immunology,4.77,1
2473,2017-15,2017,2017-04-01,2017-04-13 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,08,Physician/Family Practice,5.28,1
2474,2017-15,2017,2017-04-01,2017-04-13 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,11,Physician/Internal Medicine,168.32,11
2475,2017-15,2017,2017-04-01,2017-04-13 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,34,Physician/Urology,24.73,1
2476,2017-15,2017,2017-04-01,2017-04-13 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,46,Physician/Endocrinology,34.25,2
2477,2017-15,2017,2017-04-01,2017-04-13 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,93,Physician/Emergency Medicine,47.18,1
2478,2017-15,2017,2017-04-01,2017-04-13 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),81,Independent Laboratory,69,Clinical Laboratory,85.07,3
2479,2017-15,2017,2017-04-01,2017-04-14 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,10,Physician/Gastroenterology,2.94,1
2480,2017-15,2017,2017-04-01,2017-04-14 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,11,Physician/Internal Medicine,8.82,3
2481,2017-15,2017,2017-04-01,2017-04-14 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,34,Physician/Urology,8.82,3
2482,2017-15,2017,2017-04-01,2017-04-14 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,39,Physician/Nephrology,2.94,1
2483,2017-15,2017,2017-04-01,2017-04-14 00:00:00,T1B,Lab tests - automated general profiles,11,Office,10,Physician/Gastroenterology,11.47,1
2484,2017-15,2017,2017-04-01,2017-04-14 00:00:00,T1B,Lab tests - automated general profiles,11,Office,11,Physician/Internal Medicine,16.65,2
2485,2017-15,2017,2017-04-01,2017-04-14 00:00:00,T1B,Lab tests - automated general profiles,81,Independent Laboratory,69,Clinical Laboratory,7.45,1
2486,2017-15,2017,2017-04-01,2017-04-14 00:00:00,T1C,Lab tests - urinalysis,11,Office,08,Physician/Family Practice,3.43,1
2487,2017-15,2017,2017-04-01,2017-04-14 00:00:00,T1C,Lab tests - urinalysis,11,Office,34,Physician/Urology,4.26,1
2488,2017-15,2017,2017-04-01,2017-04-14 00:00:00,T1C,Lab tests - urinalysis,11,Office,39,Physician/Nephrology,4.26,1
2489,2017-15,2017,2017-04-01,2017-04-14 00:00:00,T1C,Lab tests - urinalysis,11,Office,97,Physician Assistant,3.43,1
2490,2017-15,2017,2017-04-01,2017-04-14 00:00:00,T1D,Lab tests - blood counts,11,Office,10,Physician/Gastroenterology,10.45,1
2491,2017-15,2017,2017-04-01,2017-04-14 00:00:00,T1D,Lab tests - blood counts,11,Office,11,Physician/Internal Medicine,8.69,1
2492,2017-15,2017,2017-04-01,2017-04-14 00:00:00,T1D,Lab tests - blood counts,11,Office,39,Physician/Nephrology,10.45,1
2493,2017-15,2017,2017-04-01,2017-04-14 00:00:00,T1E,Lab tests - glucose,11,Office,97,Physician Assistant,2.42,1
2494,2017-15,2017,2017-04-01,2017-04-14 00:00:00,T1G,Lab tests - other (Medicare fee schedule),11,Office,07,Physician/Dermatology,86.34,2
2495,2017-15,2017,2017-04-01,2017-04-14 00:00:00,T1G,Lab tests - other (Medicare fee schedule),21,Inpatient Hospital,22,Physician/Pathology,44.09,2
2496,2017-15,2017,2017-04-01,2017-04-14 00:00:00,T1G,Lab tests - other (Medicare fee schedule),22,On Campus- Outpatient Hospital,22,Physician/Pathology,66.12,2
2497,2017-15,2017,2017-04-01,2017-04-14 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,10,Physician/Gastroenterology,40.04,2
2498,2017-15,2017,2017-04-01,2017-04-14 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,11,Physician/Internal Medicine,36.92,3
2499,2017-15,2017,2017-04-01,2017-04-14 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,34,Physician/Urology,74.19,3
2500,2017-15,2017,2017-04-01,2017-04-14 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,97,Physician Assistant,16.11,1
2501,2017-15,2017,2017-04-01,2017-04-14 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),22,On Campus- Outpatient Hospital,22,Physician/Pathology,15.42,1
2502,2017-15,2017,2017-04-01,2017-04-14 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),81,Independent Laboratory,69,Clinical Laboratory,12.15,1
2503,2017-15,2017,2017-04-01,2017-04-15 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,81,Independent Laboratory,69,Clinical Laboratory,0.0,1
2504,2017-15,2017,2017-04-01,2017-04-15 00:00:00,T1B,Lab tests - automated general profiles,81,Independent Laboratory,69,Clinical Laboratory,0.0,1
2505,2017-15,2017,2017-04-01,2017-04-15 00:00:00,T1C,Lab tests - urinalysis,20,Urgent Care Facility,08,Physician/Family Practice,6.86,2
2506,2017-15,2017,2017-04-01,2017-04-15 00:00:00,T1C,Lab tests - urinalysis,20,Urgent Care Facility,97,Physician Assistant,3.43,1
2507,2017-15,2017,2017-04-01,2017-04-15 00:00:00,T1D,Lab tests - blood counts,81,Independent Laboratory,69,Clinical Laboratory,0.0,1
2508,2017-15,2017,2017-04-01,2017-04-15 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),81,Independent Laboratory,69,Clinical Laboratory,0.0,1
2509,2017-15,2017,2017-04-01,2017-04-16 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,81,Independent Laboratory,69,Clinical Laboratory,0.0,2
2510,2017-15,2017,2017-04-01,2017-04-16 00:00:00,T1B,Lab tests - automated general profiles,81,Independent Laboratory,69,Clinical Laboratory,0.0,2
2511,2017-15,2017,2017-04-01,2017-04-16 00:00:00,T1D,Lab tests - blood counts,81,Independent Laboratory,69,Clinical Laboratory,0.0,2
2512,2017-15,2017,2017-04-01,2017-04-16 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,10,Physician/Gastroenterology,21.38,1
2513,2017-16,2017,2017-04-01,2017-04-17 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,06,Physician/Cardiovascular Disease (Cardiology),5.88,2
2514,2017-16,2017,2017-04-01,2017-04-17 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,10,Physician/Gastroenterology,5.88,2
2515,2017-16,2017,2017-04-01,2017-04-17 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,11,Physician/Internal Medicine,8.82,3
2516,2017-16,2017,2017-04-01,2017-04-17 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,44,Physician/Infectious Disease,2.94,1
2517,2017-16,2017,2017-04-01,2017-04-17 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,46,Physician/Endocrinology,5.88,2
2518,2017-16,2017,2017-04-01,2017-04-17 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,81,Independent Laboratory,69,Clinical Laboratory,5.88,2
2519,2017-16,2017,2017-04-01,2017-04-17 00:00:00,T1B,Lab tests - automated general profiles,11,Office,11,Physician/Internal Medicine,25.23,3
2520,2017-16,2017,2017-04-01,2017-04-17 00:00:00,T1B,Lab tests - automated general profiles,11,Office,44,Physician/Infectious Disease,8.07,1
2521,2017-16,2017,2017-04-01,2017-04-17 00:00:00,T1B,Lab tests - automated general profiles,11,Office,46,Physician/Endocrinology,8.07,1
2522,2017-16,2017,2017-04-01,2017-04-17 00:00:00,T1C,Lab tests - urinalysis,11,Office,11,Physician/Internal Medicine,4.26,1
2523,2017-16,2017,2017-04-01,2017-04-17 00:00:00,T1C,Lab tests - urinalysis,11,Office,97,Physician Assistant,6.86,2
2524,2017-16,2017,2017-04-01,2017-04-17 00:00:00,T1D,Lab tests - blood counts,11,Office,11,Physician/Internal Medicine,22.0,3
2525,2017-16,2017,2017-04-01,2017-04-17 00:00:00,T1D,Lab tests - blood counts,11,Office,44,Physician/Infectious Disease,10.45,1
2526,2017-16,2017,2017-04-01,2017-04-17 00:00:00,T1D,Lab tests - blood counts,11,Office,81,Physician/Critical Care (Intensivists),3.18,1
2527,2017-16,2017,2017-04-01,2017-04-17 00:00:00,T1D,Lab tests - blood counts,11,Office,83,Physician/Hematology-Oncology,10.45,1
2528,2017-16,2017,2017-04-01,2017-04-17 00:00:00,T1E,Lab tests - glucose,11,Office,46,Physician/Endocrinology,12.1,5
2529,2017-16,2017,2017-04-01,2017-04-17 00:00:00,T1E,Lab tests - glucose,81,Independent Laboratory,69,Clinical Laboratory,0.79,1
2530,2017-16,2017,2017-04-01,2017-04-17 00:00:00,T1F,Lab tests - bacterial cultures,81,Independent Laboratory,69,Clinical Laboratory,11.58,1
2531,2017-16,2017,2017-04-01,2017-04-17 00:00:00,T1G,Lab tests - other (Medicare fee schedule),11,Office,07,Physician/Dermatology,45.61,2
2532,2017-16,2017,2017-04-01,2017-04-17 00:00:00,T1G,Lab tests - other (Medicare fee schedule),11,Office,10,Physician/Gastroenterology,136.84,5
2533,2017-16,2017,2017-04-01,2017-04-17 00:00:00,T1G,Lab tests - other (Medicare fee schedule),11,Office,11,Physician/Internal Medicine,0.0,1
2534,2017-16,2017,2017-04-01,2017-04-17 00:00:00,T1G,Lab tests - other (Medicare fee schedule),11,Office,22,Physician/Pathology,86.42,8
2535,2017-16,2017,2017-04-01,2017-04-17 00:00:00,T1G,Lab tests - other (Medicare fee schedule),21,Inpatient Hospital,22,Physician/Pathology,269.0,9
2536,2017-16,2017,2017-04-01,2017-04-17 00:00:00,T1G,Lab tests - other (Medicare fee schedule),22,On Campus- Outpatient Hospital,22,Physician/Pathology,177.4,7
2537,2017-16,2017,2017-04-01,2017-04-17 00:00:00,T1G,Lab tests - other (Medicare fee schedule),81,Independent Laboratory,19,Oral Surgery (Dentist only),55.7,1
2538,2017-16,2017,2017-04-01,2017-04-17 00:00:00,T1G,Lab tests - other (Medicare fee schedule),81,Independent Laboratory,69,Clinical Laboratory,404.16,39
2539,2017-16,2017,2017-04-01,2017-04-17 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,11,Physician/Internal Medicine,100.5,7
2540,2017-16,2017,2017-04-01,2017-04-17 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,44,Physician/Infectious Disease,75.7,5
2541,2017-16,2017,2017-04-01,2017-04-17 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,46,Physician/Endocrinology,95.75,7
2542,2017-16,2017,2017-04-01,2017-04-17 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),20,Urgent Care Facility,11,Physician/Internal Medicine,32.22,2
2543,2017-16,2017,2017-04-01,2017-04-17 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),81,Independent Laboratory,69,Clinical Laboratory,218.56,22
2544,2017-16,2017,2017-04-01,2017-04-18 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,06,Physician/Cardiovascular Disease (Cardiology),5.88,2
2545,2017-16,2017,2017-04-01,2017-04-18 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,11,Physician/Internal Medicine,8.82,4
2546,2017-16,2017,2017-04-01,2017-04-18 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,29,Physician/Pulmonary Disease,2.94,1
2547,2017-16,2017,2017-04-01,2017-04-18 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,34,Physician/Urology,11.76,4
2548,2017-16,2017,2017-04-01,2017-04-18 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,46,Physician/Endocrinology,5.88,2
2549,2017-16,2017,2017-04-01,2017-04-18 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,81,Independent Laboratory,69,Clinical Laboratory,5.88,3
2550,2017-16,2017,2017-04-01,2017-04-18 00:00:00,T1B,Lab tests - automated general profiles,11,Office,11,Physician/Internal Medicine,35.68,4
2551,2017-16,2017,2017-04-01,2017-04-18 00:00:00,T1B,Lab tests - automated general profiles,11,Office,46,Physician/Endocrinology,19.54,2
2552,2017-16,2017,2017-04-01,2017-04-18 00:00:00,T1B,Lab tests - automated general profiles,81,Independent Laboratory,69,Clinical Laboratory,31.52,4
2553,2017-16,2017,2017-04-01,2017-04-18 00:00:00,T1C,Lab tests - urinalysis,11,Office,08,Physician/Family Practice,6.86,2
2554,2017-16,2017,2017-04-01,2017-04-18 00:00:00,T1C,Lab tests - urinalysis,11,Office,11,Physician/Internal Medicine,4.26,1
2555,2017-16,2017,2017-04-01,2017-04-18 00:00:00,T1C,Lab tests - urinalysis,11,Office,16,Physician/Obstetrics & Gynecology,0.0,1
2556,2017-16,2017,2017-04-01,2017-04-18 00:00:00,T1C,Lab tests - urinalysis,11,Office,34,Physician/Urology,21.3,5
2557,2017-16,2017,2017-04-01,2017-04-18 00:00:00,T1C,Lab tests - urinalysis,11,Office,97,Physician Assistant,3.43,1
2558,2017-16,2017,2017-04-01,2017-04-18 00:00:00,T1D,Lab tests - blood counts,11,Office,11,Physician/Internal Medicine,26.07,3
2559,2017-16,2017,2017-04-01,2017-04-18 00:00:00,T1D,Lab tests - blood counts,11,Office,83,Physician/Hematology-Oncology,10.45,1
2560,2017-16,2017,2017-04-01,2017-04-18 00:00:00,T1D,Lab tests - blood counts,81,Independent Laboratory,69,Clinical Laboratory,10.45,2
2561,2017-16,2017,2017-04-01,2017-04-18 00:00:00,T1E,Lab tests - glucose,11,Office,46,Physician/Endocrinology,328.63,5
2562,2017-16,2017,2017-04-01,2017-04-18 00:00:00,T1F,Lab tests - bacterial cultures,81,Independent Laboratory,69,Clinical Laboratory,60.66,6
2563,2017-16,2017,2017-04-01,2017-04-18 00:00:00,T1G,Lab tests - other (Medicare fee schedule),11,Office,07,Physician/Dermatology,310.25,10
2564,2017-16,2017,2017-04-01,2017-04-18 00:00:00,T1G,Lab tests - other (Medicare fee schedule),21,Inpatient Hospital,22,Physician/Pathology,9.91,1
2565,2017-16,2017,2017-04-01,2017-04-18 00:00:00,T1G,Lab tests - other (Medicare fee schedule),22,On Campus- Outpatient Hospital,22,Physician/Pathology,785.9,24
2566,2017-16,2017,2017-04-01,2017-04-18 00:00:00,T1G,Lab tests - other (Medicare fee schedule),81,Independent Laboratory,69,Clinical Laboratory,28.48,1
2567,2017-16,2017,2017-04-01,2017-04-18 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,11,Physician/Internal Medicine,101.31,7
2568,2017-16,2017,2017-04-01,2017-04-18 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,34,Physician/Urology,49.46,2
2569,2017-16,2017,2017-04-01,2017-04-18 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,46,Physician/Endocrinology,55.25,5
2570,2017-16,2017,2017-04-01,2017-04-18 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),81,Independent Laboratory,69,Clinical Laboratory,115.48,7
2571,2017-16,2017,2017-04-01,2017-04-19 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,06,Physician/Cardiovascular Disease (Cardiology),8.82,3
2572,2017-16,2017,2017-04-01,2017-04-19 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,11,Physician/Internal Medicine,8.82,3
2573,2017-16,2017,2017-04-01,2017-04-19 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,44,Physician/Infectious Disease,2.94,1
2574,2017-16,2017,2017-04-01,2017-04-19 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,46,Physician/Endocrinology,2.94,1
2575,2017-16,2017,2017-04-01,2017-04-19 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,83,Physician/Hematology-Oncology,2.94,1
2576,2017-16,2017,2017-04-01,2017-04-19 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,81,Independent Laboratory,69,Clinical Laboratory,11.76,5
2577,2017-16,2017,2017-04-01,2017-04-19 00:00:00,T1B,Lab tests - automated general profiles,11,Office,11,Physician/Internal Medicine,16.65,2
2578,2017-16,2017,2017-04-01,2017-04-19 00:00:00,T1B,Lab tests - automated general profiles,11,Office,44,Physician/Infectious Disease,8.07,1
2579,2017-16,2017,2017-04-01,2017-04-19 00:00:00,T1B,Lab tests - automated general profiles,11,Office,46,Physician/Endocrinology,8.58,1
2580,2017-16,2017,2017-04-01,2017-04-19 00:00:00,T1B,Lab tests - automated general profiles,81,Independent Laboratory,69,Clinical Laboratory,16.01,2
2581,2017-16,2017,2017-04-01,2017-04-19 00:00:00,T1C,Lab tests - urinalysis,11,Office,08,Physician/Family Practice,3.43,1
